cluster_id,spine_variant_id,edge_id,envelope_kind,local_x,local_y
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_ALT,EDGE_CRATER_BOWL_ASCENT_ALT_PATH_03,RECOVERY,34,7
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_ALT,EDGE_CRATER_BOWL_ASCENT_ALT_RECOVER,CENTERLINE,8,3
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_ALT,EDGE_CRATER_BOWL_ASCENT_ALT_RECOVER,CENTERLINE,30,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_ALT,EDGE_CRATER_BOWL_ASCENT_ALT_RECOVER,CLEARANCE,8,7
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_ALT,EDGE_CRATER_BOWL_ASCENT_ALT_RECOVER,FLOOR,8,0
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_ALT,EDGE_CRATER_BOWL_ASCENT_ALT_RECOVER,LANDING,30,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_ALT,EDGE_CRATER_BOWL_ASCENT_ALT_RECOVER,RECOVERY,30,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_00,CENTERLINE,0,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_00,CENTERLINE,4,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_00,CLEARANCE,0,7
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_00,FLOOR,0,0
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_00,LANDING,4,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_00,RECOVERY,4,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_01,CENTERLINE,4,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_01,CENTERLINE,14,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_01,CLEARANCE,4,7
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_01,FLOOR,4,0
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_01,LANDING,14,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_01,RECOVERY,14,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_02,CENTERLINE,14,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_02,CENTERLINE,30,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_02,CLEARANCE,14,7
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_02,FLOOR,14,0
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_02,LANDING,30,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_02,RECOVERY,30,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_03,CENTERLINE,30,1
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_03,CENTERLINE,34,7
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_03,CLEARANCE,30,7
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_03,FLOOR,30,0
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_03,LANDING,34,7
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_03,RECOVERY,34,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_HIGH_00,CENTERLINE,4,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_HIGH_00,CENTERLINE,8,3
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_HIGH_00,CLEARANCE,4,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_HIGH_00,FLOOR,4,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_HIGH_00,LANDING,8,3
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_HIGH_00,RECOVERY,8,3
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_HIGH_01,CENTERLINE,8,3
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_HIGH_01,CENTERLINE,14,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_HIGH_01,CLEARANCE,8,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_HIGH_01,FLOOR,8,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_HIGH_01,LANDING,14,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_HIGH_01,RECOVERY,14,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_00,CENTERLINE,1,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_00,CENTERLINE,4,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_00,CLEARANCE,1,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_00,FLOOR,1,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_00,LANDING,4,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_00,RECOVERY,4,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_01,CENTERLINE,4,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_01,CENTERLINE,14,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_01,CLEARANCE,4,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_01,FLOOR,4,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_01,LANDING,14,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_01,RECOVERY,14,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_02,CENTERLINE,14,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_02,CENTERLINE,26,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_02,CLEARANCE,14,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_02,FLOOR,14,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_02,LANDING,26,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_02,RECOVERY,26,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_03,CENTERLINE,26,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_03,CENTERLINE,42,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_03,CLEARANCE,26,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_03,FLOOR,26,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_03,LANDING,42,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_03,RECOVERY,42,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_04,CENTERLINE,42,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_04,CENTERLINE,46,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_04,CLEARANCE,42,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_04,FLOOR,42,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_04,LANDING,46,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_04,RECOVERY,46,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_RECOVER,CENTERLINE,8,3
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_RECOVER,CENTERLINE,42,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_RECOVER,CLEARANCE,8,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_RECOVER,FLOOR,8,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_RECOVER,LANDING,42,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_RECOVER,RECOVERY,42,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_00,CENTERLINE,1,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_00,CENTERLINE,4,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_00,CLEARANCE,1,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_00,FLOOR,1,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_00,LANDING,4,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_00,RECOVERY,4,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_01,CENTERLINE,4,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_01,CENTERLINE,14,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_01,CLEARANCE,4,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_01,FLOOR,4,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_01,LANDING,14,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_01,RECOVERY,14,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_02,CENTERLINE,14,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_02,CENTERLINE,26,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_02,CLEARANCE,14,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_02,FLOOR,14,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_02,LANDING,26,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_02,RECOVERY,26,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_03,CENTERLINE,26,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_03,CENTERLINE,42,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_03,CLEARANCE,26,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_03,FLOOR,26,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_03,LANDING,42,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_03,RECOVERY,42,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_04,CENTERLINE,42,1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_04,CENTERLINE,46,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_04,CLEARANCE,42,7
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_04,FLOOR,42,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_04,LANDING,46,0
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_04,RECOVERY,46,0
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_HIGH_00,CENTERLINE,4,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_HIGH_00,CENTERLINE,8,3
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_HIGH_00,CLEARANCE,4,7
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_HIGH_00,FLOOR,4,0
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_HIGH_00,LANDING,8,3
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_HIGH_00,RECOVERY,8,3
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_HIGH_01,CENTERLINE,8,3
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_HIGH_01,CENTERLINE,14,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_HIGH_01,CLEARANCE,8,7
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_HIGH_01,FLOOR,8,0
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_HIGH_01,LANDING,14,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_HIGH_01,RECOVERY,14,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_PATH_00,CENTERLINE,0,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_PATH_00,CENTERLINE,4,1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_PATH_00,CLEARANCE,0,7
